user,total_emails,total_attachments,avg_email_size,off_hour_emails,weekend_emails,employee_name,user_id,O,C,E,A,N
DOL0332,1008,595,30092.204365079364,194,0,Damian Omar Le,DOL0332,32,40,41,18,24
DOP0562,2986,1036,30373.711319490958,59,0,Daryl Ocean Patel,DOP0562,42,16,37,39,31
DPM0423,3017,2215,30015.84388465363,384,0,Dalton Perry Mejia,DPM0423,37,38,38,15,27
DPS0262,946,184,29947.14799154334,169,0,Delilah Pearl Schneider,DPS0262,20,25,20,14,32
DRR0162,2737,1376,30140.575447570332,587,0,Dante Raja Roberts,DRR0162,45,36,20,36,29
DRR0242,3836,728,29654.997132429613,457,809,Daphne Ruby Reilly,DRR0242,39,19,40,41,33
DSB0731,4936,1719,30071.41673419773,744,0,Daryl Skyler Brock,DSB0731,26,15,40,43,30
DSM0591,338,0,30326.423076923078,22,0,Daria Samantha Mcbride,DSM0591,20,35,18,43,35
DTP0379,3311,1989,30103.330715795833,562,0,Daquan Tucker Pugh,DTP0379,45,42,15,37,27
DTT0076,6019,0,29964.330785844824,1103,0,Dylan Tiger Terry,DTT0076,42,16,34,24,28
DVM0265,3022,1543,29949.911978821972,686,0,Deborah Victoria Mcclure,DVM0265,47,40,10,24,31
DVW0103,3049,0,30001.977041653,493,0,Dante Vaughan Weber,DVW0103,40,45,44,21,29
DZC0228,3032,670,30021.259234828496,413,0,Declan Zachery Caldwell,DZC0228,37,37,34,21,38
EAH0466,34,19,32047.029411764706,4,0,Ethan Arden Hays,EAH0466,41,38,29,38,25
EBC0390,3018,0,29919.63916500994,405,0,Eaton Burton Crane,EBC0390,40,40,40,22,33
ECF0828,207,0,30836.328502415457,35,0,Erasmus Cameron Franco,ECF0828,40,49,39,40,35
ECL0930,3041,1957,29988.185794146662,756,0,Edan Ciaran Larson,ECL0930,28,24,40,18,29
ECR0822,339,0,30492.76401179941,44,0,Ella Cassandra Rivera,ECR0822,16,19,17,23,29
EDA0684,304,234,30735.21052631579,3,0,Edward Dean Anthony,EDA0684,38,42,40,39,33
EDB0714,255,140,31359.07843137255,34,0,Eden Deborah Ball,EDB0714,21,23,35,26,29
EFS0882,1009,0,29703.298315163527,0,0,Edward Finn Stokes,EFS0882,40,40,47,25,27
EGD0132,195,38,28812.51794871795,1,0,Eric Gray Duncan,EGD0132,37,38,33,15,22
EGD0409,1239,623,30322.63599677159,176,0,Elijah Gary Diaz,EGD0409,39,40,22,35,33
EGK0893,997,175,29775.58776328987,0,0,Eagan Gannon Koch,EGK0893,21,30,11,47,27
EHB0420,3767,2107,29888.35996814441,558,703,Erich Harding Bryant,EHB0420,45,42,38,17,20
EHB0824,153,32,29883.49019607843,15,0,Eugenia Hannah Blanchard,EHB0824,46,39,22,44,31
EHD0584,208,139,31165.466346153848,15,0,Ezra Hilel Dyer,EHD0584,38,40,42,43,22
EHR0096,3019,0,29936.513083802583,529,0,Elaine Hanna Raymond,EHR0096,22,13,20,48,31
EIM0156,3014,2086,29780.590909090908,625,0,Eve Isadora Mckenzie,EIM0156,19,31,43,45,33
EIP0997,3017,0,29847.39343718926,391,0,Emily Illana Perry,EIP0997,42,28,20,25,34
EIS0041,3287,1999,29696.331305141466,848,0,Emerald Imani Schmidt,EIS0041,41,44,17,48,30
EJW0884,1026,184,29276.152046783627,0,0,Elton Jonas Williamson,EJW0884,46,20,32,26,31
ELB0847,336,92,29089.541666666668,43,0,Emmanuel Lawrence Briggs,ELB0847,12,17,16,19,28
ELH0960,333,0,29676.675675675677,73,0,Emerald Lysandra Hodges,ELH0960,40,43,26,41,22
ELT0769,1004,0,29956.96015936255,81,0,Echo Leandra Torres,ELT0769,19,20,20,27,35
EMB0531,990,770,29869.156565656565,15,0,Edan Marsden Briggs,EMB0531,31,41,31,36,36
EMS0317,4965,1661,29964.661228600202,829,0,Eden Merrill Stokes,EMS0317,15,21,44,10,31
EMW0105,3646,0,29988.61546900713,0,0,Erich Malik Wolf,EMW0105,35,40,17,41,34
EMW0772,998,240,30169.32264529058,89,0,Elvis Marshall Walton,EMW0772,46,41,20,12,28
ENC0234,2268,434,29762.887566137568,282,0,Evelyn Nevada Curtis,ENC0234,21,23,32,19,23
ENL0100,3029,1016,30277.956751403104,552,0,Ella Nita Lewis,ENL0100,39,18,42,35,21
EPW0434,3053,980,30156.943334425156,395,0,Ethan Perry Wiggins,EPW0434,32,36,38,22,33
ERH0449,332,0,29935.91265060241,34,0,Ella Rachel Hess,ERH0449,44,15,35,17,25
ESA0642,1004,0,29717.421314741037,193,0,Eliana Stephanie Albert,ESA0642,32,14,44,30,32
ESH0135,327,239,29444.345565749234,8,0,Elaine Sonya Hughes,ESH0135,35,22,32,44,28
ESH0283,3049,1499,30192.86552968186,0,0,Eve Shaeleigh Holman,ESH0283,44,30,35,18,31
ESJ0670,4582,911,29792.792012221737,611,1159,Eaton Samuel Jennings,ESJ0670,42,31,15,40,24
ESR0693,1475,1121,29841.882033898306,32,0,Evelyn Sarah Reilly,ESR0693,35,23,25,21,31
ETR0177,3711,0,29906.211802748585,175,0,Emerson Tyrone Rojas,ETR0177,18,15,41,26,39
ETR0428,3034,1623,29914.9545154911,465,0,Elton Tyler Richard,ETR0428,36,21,40,20,20
EWH0191,4649,3413,29934.49386964939,1133,0,Eugenia Whilemina Harrington,EWH0191,33,17,22,23,27
EZH0736,4974,1030,29901.06574185766,777,0,Elton Zeus Horton,EZH0736,44,41,37,19,31
EZT0640,1015,854,30014.12512315271,222,0,Eagan Zephania Talley,EZT0640,12,15,27,39,27
FAW0032,4723,1672,29895.659750158797,1007,0,Frances Alisa Wiggins,FAW0032,43,24,17,37,37
FBA0348,4704,0,29755.021896258502,654,0,Francis Brian Armstrong,FBA0348,41,44,40,36,27
FBW0747,5369,1013,30151.563792140063,885,283,Fuller Baker Warner,FBW0747,43,45,35,25,28
FDE0117,4724,1759,29921.55397967824,642,0,Fritz Dale Ellison,FDE0117,38,37,32,41,28
FEB0306,329,205,29587.49848024316,7,0,Flynn Edward Brennan,FEB0306,40,42,26,25,31
FFC0891,566,406,29382.494699646642,0,0,Flavia Fiona Cannon,FFC0891,38,10,39,50,39
FGW0853,4663,2933,29720.76088355136,679,0,Florence Gloria Whitney,FGW0853,25,35,20,40,39
FHO0630,4993,3811,30227.601442018826,736,0,Frances Hermione Owens,FHO0630,28,44,23,12,26
FHS0837,337,0,29538.299703264096,58,0,Fallon Harriet Shelton,FHS0837,23,37,14,42,34
FIR0920,3006,2310,29875.65868263473,378,0,Fay Ingrid Rodriquez,FIR0920,40,11,44,20,27
FKB0163,3032,519,30057.00395778364,664,0,Francis Kane Buckner,FKB0163,39,35,25,39,22
FKK0055,4039,3275,30180.304283238427,345,1010,Farrah Kim Keith,FKK0055,46,16,37,16,27
FLM0213,4668,1788,30106.586546700943,874,0,Fitzgerald Len Merrill,FLM0213,20,41,46,15,24
FMG0527,790,603,29279.64936708861,6,0,Flynn Malcolm Gibson,FMG0527,43,38,35,38,28
FOB0756,1242,654,30242.451690821257,141,213,Ferris Omar Barry,FOB0756,42,41,34,20,27
FPC0954,340,0,29271.435294117648,76,0,Fletcher Perry Cantu,FPC0954,22,25,50,20,27
FQA0854,5005,2514,30148.99080919081,712,0,Fulton Quinn Avery,FQA0854,41,38,30,34,26
FRB0023,3668,2722,29924.799890948747,842,0,Felicia Rhona Butler,FRB0023,45,14,12,14,14
FRL0511,1004,864,29554.8187250996,17,0,Ferdinand Rashad Lee,FRL0511,20,30,47,20,30
FRR0832,336,329,30235.458333333332,62,0,Forrest Rashad Richards,FRR0832,43,40,25,19,30
FSB0399,2924,1109,30114.27872777018,367,0,Ferris Stone Bender,FSB0399,23,22,15,37,26
FSC0601,4180,853,30045.093779904306,590,0,Felicia Sloane Cabrera,FSC0601,37,30,37,15,30
FTM0406,2136,0,29977.923689138577,351,0,Finn Tucker Medina,FTM0406,31,15,38,16,34
FUM0015,6114,4528,29969.425089957476,740,0,Fatima Ulla Mcclure,FUM0015,33,18,18,46,32
FWM0707,333,235,30052.594594594593,58,0,Fitzgerald Wayne Miranda,FWM0707,50,36,35,18,34
FXF0957,335,136,30855.853731343283,62,0,Felicia Xantha Farley,FXF0957,35,25,47,36,28
GAF0060,3031,2458,29962.312108215112,444,0,Grace Alma Fry,GAF0060,41,16,39,25,22
GAF0570,3003,1741,30082.54478854479,30,0,Gwendolyn Amaya Ferrell,GAF0570,31,15,38,46,35
GBM0603,4673,1829,29701.451530066337,769,0,Galena Britanney Merritt,GBM0603,39,42,42,24,37
GCC0744,5063,0,29928.084534860755,867,0,Grady Craig Coffey,GCC0744,35,42,15,25,31
GCC0945,337,79,29373.78041543027,78,0,George Cade Chen,GCC0945,30,39,18,25,27
GCG0951,375,192,29551.234666666667,79,0,Grant Camden Gay,GCG0951,33,33,25,19,44
GCL0016,4126,2083,30083.881483276782,512,438,Gil Calvin Lindsay,GCL0016,45,32,20,24,34
GCR0554,3008,1319,29740.158909574468,349,0,Grace Charde Roth,GCR0554,16,16,41,23,37
GCS0518,1001,0,30078.754245754244,14,0,Gregory Curran Sutton,GCS0518,41,36,23,38,21
GCS0571,332,65,30165.701807228917,25,0,Glenna Caryn Sharpe,GCS0571,22,18,16,23,32
GDF0704,338,244,30524.955621301775,59,0,Galena Deborah Francis,GDF0704,25,13,21,29,36
GHH0288,336,220,30564.61011904762,9,0,Genevieve Hyacinth Head,GHH0288,12,36,40,36,30
GHL0460,217,112,28555.870967741936,32,0,Geoffrey Harlan Lara,GHL0460,21,37,24,17,35
GJD0298,339,297,31034.716814159292,3,0,Grady Jordan Duran,GJD0298,43,39,12,40,27
GJT0386,2998,506,29662.53435623749,480,0,Geoffrey Jin Tucker,GJT0386,24,13,49,34,26
GKO0078,6000,4144,29829.492,1454,0,Gage Kaden Odonnell,GKO0078,44,46,21,24,29
GLR0975,3687,2945,30030.491998915106,539,0,Garrison Levi Rollins,GLR0975,33,44,26,24,24
GMF0738,5036,0,30129.48729150119,736,0,Gray Mason Fulton,GMF0738,30,40,45,20,18
GNS0178,2947,1923,29987.57312521208,538,0,Garrett Nicholas Solomon,GNS0178,30,17,42,26,33
GNZ0953,334,282,29780.51497005988,73,0,Graiden Nehru Zimmerman,GNZ0953,26,18,26,36,29
GOK0238,2104,0,30257.27614068441,261,0,Garrett Omar Kelly,GOK0238,33,43,27,40,33
GQF0659,1002,202,30190.42714570858,205,0,Gisela Quintessa Fischer,GQF0659,40,16,30,29,28
GQP0743,4978,3470,29937.003415026116,651,0,Gil Quincy Potter,GQP0743,47,39,19,39,25
GRC0145,3624,2651,29922.64348785872,233,0,Gay Ria Cantu,GRC0145,30,43,24,46,27
GRM0868,5078,0,30044.56025994486,752,0,Gail Rhiannon Mcconnell,GRM0868,21,25,20,13,28
GTD0116,4699,955,30078.723983826345,960,0,Grant Tyrone Doyle,GTD0116,43,19,45,20,31
GTD0219,1262,705,30380.007131537244,317,0,Gareth Thomas Dickson,GTD0219,40,40,19,30,33
GTD0898,1003,0,30146.3110667996,0,0,Guy Tad Daniel,GTD0898,23,23,39,15,29
GZB0469,334,139,30556.895209580838,44,0,George Zachery Burch,GZB0469,46,39,22,45,28
GZC0735,5847,3504,30169.38515478023,811,643,Guy Zeus Chandler,GZC0735,44,16,15,27,25
HAC0282,2989,1260,30218.03680160589,0,0,Hakeem Arden Curry,HAC0282,37,32,38,12,28
HAD0246,4820,2781,29954.092531120332,759,1377,Holmes Arden Day,HAD0246,44,39,32,45,38
HAH0248,2985,1189,30231.27269681742,323,0,Hector Abraham Hayes,HAH0248,33,43,22,18,29
HAH0760,998,607,29578.74749498998,100,0,Hilda Alice Hahn,HAH0760,34,17,22,37,30
HAM0985,3050,1297,29835.737049180327,521,0,Hillary Ainsley Mccormick,HAM0985,20,17,29,16,20
HAV0121,3056,0,30081.69011780105,546,0,Hu Akeem Vincent,HAV0121,46,43,38,37,27
HBB0056,2989,1098,30184.33857477417,305,0,Hayden Bernard Benson,HBB0056,37,33,30,21,27
HBO0413,2840,0,29754.793309859157,359,0,Harper Basil Obrien,HBO0413,41,35,18,15,18
HCC0344,1000,698,30351.186,177,0,Hayley Carolyn Cunningham,HCC0344,25,11,41,26,22
HCL0113,3039,1007,30244.928923988155,0,0,Hyacinth Clare Lindsay,HCL0113,43,22,40,39,34
HCL0651,1017,552,29671.649950835792,195,0,Heather Cynthia Leonard,HCL0651,21,19,44,36,33
HCM0267,3021,1748,29986.284011916585,659,0,Hall Colorado Morin,HCM0267,36,45,39,20,32
HCS0003,9097,7372,30208.924810377048,843,0,Halla Cathleen Simmons,HCS0003,35,28,14,15,30
HCV0478,5036,2760,29858.10901509134,599,0,Harper Clark Vazquez,HCV0478,46,36,18,12,24
HCW0419,3054,2166,30204.793713163064,410,0,Hermione Casey Witt,HCW0419,40,21,35,34,35
HDD0789,4727,1651,30141.87645441083,731,0,Hashim Damon Dudley,HDD0789,44,39,30,10,29
HDD0806,4143,758,30197.750663770214,933,1022,Hedwig Dai Duffy,HDD0806,47,28,36,19,38
HDH0928,3043,2414,30088.231350640814,432,0,Hashim Damon Hebert,HDH0928,40,36,20,40,26
HDJ0446,337,173,29251.637982195847,57,0,Hope Dawn Jensen,HDJ0446,18,17,45,27,35
HDL0748,5016,0,30051.942384370017,722,0,Hedy Delilah Lopez,HDL0748,25,13,46,41,25
HDS0367,3626,2764,29930.79950358522,476,0,Hayes Drake Stephenson,HDS0367,50,42,16,30,19
HFB0347,767,165,29880.810951760104,144,19,Heather Fredericka Baird,HFB0347,34,20,30,30,27
HGG0240,3021,1124,30037.060575968222,518,0,Hedda Grace Gordon,HGG0240,20,26,24,36,31
HGH0595,336,0,30396.1875,35,0,Hanae Gay Hogan,HGH0595,41,14,22,39,29
HGN0287,3371,2017,29845.319489765647,0,0,Halla Germaine Nolan,HGN0287,45,30,18,18,27
HIA0414,3007,1283,30156.970734951778,462,0,Herman Ian Abbott,HIA0414,38,39,39,18,31
HIW0536,4713,812,29986.788033099936,604,0,Honorato Ivan Wall,HIW0536,39,50,25,24,20
HJA0018,3712,2426,29948.258890086207,572,0,Honorato Joseph Adkins,HJA0018,39,43,47,37,32
HJB0742,3494,1754,29763.979107040643,660,0,Harlan Jason Benjamin,HJB0742,41,40,16,21,30
HJS0072,216,157,29555.75,32,16,Honorato John Sloan,HJS0072,44,42,19,19,31
HKB0418,2922,0,30222.4363449692,394,0,Halee Kim Burnett,HKB0418,50,18,13,26,27
HKF0831,336,254,29894.270833333332,53,0,Hiroko Kiona Faulkner,HKF0831,23,42,49,21,24
HKI0171,4971,3344,29846.282236974454,955,0,Halla Kendall Irwin,HKI0171,31,17,30,45,27
HKR0628,4998,3694,29915.092837134853,842,0,Halee Keiko Rhodes,HKR0628,21,16,17,16,25
HLH0512,1425,753,29790.49052631579,24,396,Hadassah Leah Harris,HLH0512,15,42,36,22,32
HLM0933,3050,1147,30113.527540983607,599,0,Hadley Leandra May,HLM0933,36,24,23,43,30
HMM0108,540,308,29448.185185185186,0,0,Hakeem Mason Mccall,HMM0108,33,41,17,43,25
HMW0713,335,135,29434.52537313433,57,0,Heidi Mia Wilson,HMW0713,38,24,40,36,28
HOB0994,2979,1063,30065.439744880834,634,0,Harrison Oscar Burke,HOB0994,38,39,15,43,33
HPH0075,7435,4528,29988.672091459313,1179,1075,Harper Price Harris,HPH0075,40,42,48,25,28
HPM0986,4697,0,29755.77070470513,795,0,Hasad Paki Mcfadden,HPM0986,41,36,38,23,24
HPR0585,336,223,29794.818452380954,36,0,Hillary Piper Riddle,HPR0585,34,46,15,46,35
HRB0351,6750,1404,30073.974074074074,1122,574,Hadassah Riley Baker,HRB0351,19,12,43,42,36
HRD0635,269,215,30413.18215613383,51,0,Hadley Rhona Dillon,HRD0635,24,35,18,32,24
HRL0540,2988,1721,29877.972222222223,779,0,Hedwig Regina Livingston,HRL0540,43,38,17,40,18
HRW0550,3019,1190,29924.67340178867,421,0,Howard Raphael Weiss,HRW0550,38,34,24,22,28
HSB0196,5103,2806,30010.10444836371,496,1307,Hadley Sonya Bowen,HSB0196,44,13,43,30,33
HSD0457,336,68,30590.58035714286,30,0,Hollee Shannon Dudley,HSD0457,38,19,20,42,27
HSG0818,3038,1156,30126.59776168532,642,0,Harrison Samuel Gonzales,HSG0818,18,19,48,36,31
HSP0290,338,176,30887.53846153846,7,0,Hakeem Stephen Peck,HSP0290,38,15,28,20,27
HTF0641,1019,778,29322.38959764475,214,0,Hilel Tobias Flynn,HTF0641,38,24,18,22,28
HTH0007,9116,1458,30042.042123738483,2214,0,Hyatt Trevor Hayes,HTH0007,37,38,41,20,36
HVB0037,5454,1025,29786.51943527686,1054,715,Hollee Vanna Becker,HVB0037,17,42,41,44,26
HVF0067,3058,2484,30022.30052321779,405,0,Hector Vance Foster,HVF0067,44,35,22,43,41
HWH0646,1014,804,29905.942800788955,218,0,Hadley Willa Hill,HWH0646,17,24,24,21,28
HWM0342,1019,234,29930.79587831207,172,0,Hanae Wendy Meyer,HWM0342,45,44,41,39,34
HWW0436,3331,1944,29945.991293905736,559,0,Hayes William Wheeler,HWW0436,45,37,23,27,33
HWY0038,1138,252,30147.519332161686,269,0,Howard Wing Yang,HWY0038,47,39,40,22,24
HXL0968,211,92,30487.748815165876,47,0,Holly Xerxes Lara,HXL0968,45,21,35,40,34
IAR0694,3481,2437,29904.786268313703,92,498,Imani Aubrey Ray,IAR0694,12,17,44,40,34
IAT0263,1762,1010,30401.77241770715,394,0,Ivor Amir Tucker,IAT0263,28,23,30,30,27
IBB0359,3631,2283,30059.51858992013,518,0,Ira Brendan Ball,IBB0359,48,33,21,43,38
IBB0696,333,182,30369.276276276276,68,0,Isadora Buffy Brewer,IBB0696,47,13,36,16,33
IBM0671,3342,1928,30067.555056852183,593,0,Ira Benjamin Mays,IBM0671,50,46,38,35,31
IBP0883,996,666,29919.00702811245,0,0,Iona Brenda Payne,IBP0883,30,25,15,11,17
IBS0836,359,217,30041.601671309192,61,27,Isadora Blaine Shepherd,IBS0836,10,44,50,38,27
ICH0294,335,266,30363.483582089553,7,0,Idola Carly Haley,ICH0294,32,27,20,40,26
ICS0956,244,49,30547.80737704918,48,0,Ivy Charissa Solis,ICS0956,22,20,18,35,26
IDO0176,5026,0,30095.92817349781,945,0,Ira Dustin Oneill,IDO0176,34,39,40,24,26
IEB0153,1806,1117,30034.14950166113,165,99,Irma Eugenia Booker,IEB0153,44,25,39,24,36
IHK0841,336,0,29301.758928571428,44,0,Ivor Herrod Kaufman,IHK0841,35,23,41,28,29
IIA0092,2992,981,30070.846256684494,659,0,Ingrid Irene Atkins,IIA0092,39,30,42,14,27
IIL0513,1329,232,30068.68246802107,14,267,Illana Isabelle Lamb,IIL0513,37,13,26,38,34
IIW0249,3402,691,30052.274838330395,471,346,Igor Ishmael Ward,IIW0249,39,36,43,38,28
IJM0139,337,0,30220.848664688427,4,0,Irene Jemima Meyers,IJM0139,45,17,15,30,35
IJM0444,3000,2101,30086.733333333334,473,0,Ian Jonas Morrow,IJM0444,36,35,39,35,26
IJM0776,515,217,30289.271844660194,65,0,Indira Jocelyn Mack,IJM0776,41,35,19,41,32
IJR0825,338,269,29941.99704142012,48,0,Ivor Jelani Robbins,IJR0825,38,42,39,46,32
IJW0851,5041,0,29977.065463201747,757,0,Isadora Jael Waters,IJW0851,21,10,10,18,34
IKP0472,481,404,29820.923076923078,63,139,Ivana Kaitlin Parsons,IKP0472,32,10,37,38,31
IKR0401,2495,1003,30324.550701402804,376,0,Ivor Kenneth Rollins,IKR0401,40,42,24,16,29
ILC0838,338,69,30310.866863905325,49,0,Ivan Levi Craig,ILC0838,40,36,42,16,33
ILH0958,337,236,30021.430267062315,82,0,Irene Lacota Huffman,ILH0958,28,17,20,19,24
ILJ0526,1089,756,30278.67860422406,12,80,Idola Lana Jarvis,ILJ0526,33,50,23,46,25
ILR0304,333,52,29666.576576576575,5,0,Ivory Leandra Rogers,ILR0304,20,22,18,46,30
IMB0481,5006,1847,29942.523371953655,446,0,Isabelle Maggie Benjamin,IMB0481,19,41,38,43,38
IMG0320,5032,1943,30173.720190779015,945,0,Isabella Marah Graham,IMG0320,37,14,12,24,23
IMP0530,1008,367,30273.243055555555,17,0,Irma Melanie Patrick,IMP0530,40,17,42,50,32
IRM0931,4157,2780,30023.17103680539,1050,1063,Ignatius Reese Morton,IRM0931,44,46,33,35,30
IRT0491,5019,1891,29826.024307631003,537,0,Iris Rhea Terrell,IRT0491,17,30,27,41,32
IUB0565,2057,891,29939.38599902771,31,0,Isaiah Upton Buchanan,IUB0565,44,39,35,22,30
IUY0279,3030,2262,30019.30627062706,0,0,Igor Ulric Yang,IUY0279,38,38,17,21,29
IWM0816,3013,1788,30043.26518420179,650,0,Ira Wyatt Moss,IWM0816,35,42,50,44,28
IYB0918,3024,684,30234.391203703704,302,0,Illana Yvette Bradshaw,IYB0918,17,21,42,14,30
JAD0609,4968,4145,29751.0634057971,663,0,Jana Amanda Dorsey,JAD0609,18,23,26,36,33
JAJ0849,427,274,30380.555035128804,57,87,Jaquelyn Angelica Jimenez,JAJ0849,22,24,23,23,33
JAM0382,2998,1314,30058.639092728485,451,0,Jena Audrey Malone,JAM0382,25,23,41,17,23
JAV0361,3659,1462,30021.06067231484,491,0,Joseph Alan Vaughan,JAV0361,36,45,40,45,33
JBD0616,5030,2655,29879.69741550696,788,0,Jocelyn Brenna Daniels,JBD0616,40,21,25,37,27
JBM0350,4752,914,30065.5140993266,580,0,Jocelyn Bree Mccray,JBM0350,37,21,12,45,25
JCC0225,3708,0,29939.31229773463,724,0,Jack Carlos Cannon,JCC0225,47,45,40,15,18
JCG0316,4986,2962,29950.029482551145,943,0,Josiah Chester Gray,JCG0316,47,36,32,25,33
JCR0172,5926,3037,30026.18849139386,1130,793,Jaquelyn Cassandra Roberson,JCR0172,43,41,41,39,31
JCR0289,338,84,30218.05325443787,5,0,Jena Chanda Rollins,JCR0289,32,43,33,33,29
JCR0770,1003,752,29533.332003988035,108,0,Jared Cameron Rosa,JCR0770,40,47,24,21,27
JCR0921,3040,1256,30154.74769736842,406,0,Jonas Connor Riddle,JCR0921,47,46,31,40,34
JCV0245,3039,637,30248.61105626851,462,0,James Cain Vargas,JCV0245,40,44,22,20,27
JCW0858,4981,1020,30120.03834571371,686,0,Jeanette Cally Whitfield,JCW0858,14,35,22,41,39
JDB0169,4657,883,30091.151170281297,866,0,Jonah Dakota Bird,JDB0169,20,14,23,48,33
JDC0030,5071,4003,29954.441530270164,738,1367,Jenna Darrel Charles,JDC0030,31,18,19,21,26
JDF0593,351,72,30288.071225071224,23,12,Jameson Damian Franco,JDF0593,30,45,11,41,29
JER0404,3022,0,29980.77663798809,457,0,Jeanette Eliana Rivera,JER0404,38,46,18,16,30
JFC0557,3002,2060,30261.215522984676,29,0,Jade Felicia Caldwell,JFC0557,22,16,23,40,33
JFC0757,1056,0,29819.945075757576,90,0,Jolene Frances Carey,JFC0757,31,21,38,36,38
JGM0934,3017,2436,30148.321842890287,806,0,Jared Geoffrey Morin,JGM0934,30,22,41,22,31
JGT0221,1452,589,29915.671487603307,284,0,Jonathan Gary Terry,JGT0221,45,30,16,40,18
JHP0583,390,316,30542.010256410256,38,52,Jorden Helen Pierce,JHP0583,37,25,40,42,37
JIG0128,3030,0,29878.80066006601,460,0,Josephine Indira Garza,JIG0128,25,45,35,18,27
JIM0095,3677,764,30263.83763937993,786,0,Jane Ignacia Mcdonald,JIM0095,10,18,21,15,35
JJB0127,2973,0,29869.86915573495,459,0,Jin Jonathan Buckley,JJB0127,26,21,38,30,32
JJB0700,337,291,30183.637982195847,56,0,Julie Jaime Burns,JJB0700,15,19,39,37,28
JJH0292,339,227,30116.879056047197,7,2,Jane Justina Hunt,JJH0292,35,23,38,39,28
JJH0613,5027,3321,30111.392878456336,692,0,Jael Jennifer Hansen,JJH0613,50,30,24,14,26
JJM0203,1876,1340,29822.658315565033,411,0,Jonathan John Martinez,JJM0203,37,36,18,30,28
JKB0126,3024,0,29969.665343915345,389,0,Jaden Kylan Buckley,JKB0126,43,24,19,33,28
JKF0465,403,84,30485.913151364763,58,61,Jerry Kennan Fischer,JKF0465,10,37,12,17,32
JKJ0698,429,107,30403.48717948718,63,92,Jescie Kristen Jenkins,JKJ0698,16,38,16,22,28
JKM0303,330,172,29653.248484848486,4,0,Joel Kennan Mccarty,JKM0303,46,10,44,15,35
JLM0364,3537,765,29900.081424936387,406,0,Jacqueline Latifah Miles,JLM0364,35,22,15,25,37
JLW0053,4717,0,29752.74941700233,698,0,Jackson Linus Wilkerson,JLW0053,42,41,18,38,31
JMB0308,2203,831,30247.49977303677,404,0,Jarrod Malik Burris,JMB0308,41,44,34,14,32
JMC0925,3372,2386,29744.964709371292,439,0,Jade Maris Coleman,JMC0925,33,10,23,19,31
JMD0520,1009,594,29825.70267591675,20,0,Jane Maite Dotson,JMD0520,21,45,16,38,29
JMH0543,2003,377,29769.810783824265,280,0,Jermaine Mannix Hansen,JMH0543,44,25,37,13,34
JMK0099,2989,1815,30005.846771495482,658,0,Jakeem Magee Knight,JMK0099,40,37,41,41,25
JML0909,1010,811,29947.138613861385,0,0,Jenette McKenzie Lynn,JML0909,24,32,39,40,21
JMW0638,1007,432,29692.445878848062,212,0,Jonah Merritt Wilder,JMW0638,43,21,30,18,30
JNA0559,3020,0,29977.26688741722,50,0,Justine Nola Adkins,JNA0559,10,10,41,10,31
JNJ0556,3009,1545,29755.2974410103,26,0,Jaden Nicole Johnston,JNJ0556,43,45,22,33,34
JOL0024,3640,1366,30163.21236263736,497,0,John Omar Lancaster,JOL0024,50,40,24,21,29
JOM0750,5045,0,29785.90445986125,663,0,Jonathan Orlando Marsh,JOM0750,35,46,25,40,29
JPA0667,2980,2048,30057.588590604028,477,0,John Price Atkins,JPA0667,49,42,34,35,27
JPW0741,4984,0,30172.69823434992,718,0,Josiah Preston Wall,JPW0741,40,38,44,30,33
JRF0835,339,168,29995.88790560472,46,0,Jessica Rachel Freeman,JRF0835,44,33,18,37,18
JRG0207,3842,1353,30006.21655387819,683,0,Joseph Raja Gaines,JRG0207,42,37,40,21,27
JRH0455,51,6,30164.450980392157,7,0,Jeremy Rooney Henderson,JRH0455,19,21,42,20,34
JRL0574,331,0,31158.62839879154,31,0,Joy Rosalyn Leblanc,JRL0574,19,26,35,47,40
JRS0362,3689,0,29804.54133911629,611,0,Jackson Rafael Sutton,JRS0362,50,50,14,37,24
JSA0775,991,760,29922.81735620585,105,0,Julian Samson Allen,JSA0775,50,46,42,19,33
JSH0330,1049,210,29548.91515729266,204,0,Judith Shaeleigh Hayden,JSH0330,20,16,23,24,28
JTM0223,1489,995,30497.307588985896,375,0,Jerry Tad Mccall,JTM0223,35,48,20,21,30
JTS0389,3335,566,29978.406296851575,534,0,Josiah Thaddeus Stewart,JTS0389,31,36,11,44,32
JXH0493,5008,912,29656.406749201276,584,0,Justin Xerxes Hansen,JXH0493,36,32,23,15,31
JZD0888,996,0,30272.168674698794,0,0,Jane Zia Day,JZD0888,20,20,30,14,30
KAC0124,3058,0,29909.22138652714,497,0,Kathleen Aline Chan,KAC0124,33,14,30,18,33
KAL0395,3021,1388,29949.01357166501,392,0,Kay Alexa Logan,KAL0395,13,24,22,28,29
KAT0270,3045,2489,30066.235796387522,589,0,Kirby Amity Tyson,KAT0270,21,24,39,23,27
KAT0489,5023,3321,30066.717101333863,480,0,Katell Amethyst Thornton,KAT0489,22,41,36,23,26
KBB0189,3719,1507,29958.811777359504,969,0,Kaye Brianna Blair,KBB0189,49,23,16,33,30
KBC0054,2980,0,30030.823154362417,298,0,Kyla Blythe Carter,KBC0054,42,43,17,41,32
KBG0549,3365,2030,29760.363447251115,497,0,Kylie Brielle Greer,KBG0549,16,19,37,10,32
